GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012
0500000US01001,01001,"Autauga County, Alabama",54571,54571,54634,55392,55514
0500000US01003,01003,"Baldwin County, Alabama",182265,182265,183275,186830,190790
0500000US01005,01005,"Barbour County, Alabama",27457,27457,27366,27313,27201
0500000US01007,01007,"Bibb County, Alabama",22915,22919,22863,22738,22597
0500000US01009,01009,"Blount County, Alabama",57322,57322,57359,57748,57826
0500000US01011,01011,"Bullock County, Alabama",10914,10915,10880,10599,10474
0500000US01013,01013,"Butler County, Alabama",20947,20946,20929,20598,20307
0500000US01015,01015,"Calhoun County, Alabama",118572,118572,118423,117815,117296
0500000US01017,01017,"Chambers County, Alabama",34215,34215,34125,34005,34064
0500000US01019,01019,"Cherokee County, Alabama",25989,25986,25981,26094,26021
0500000US01021,01021,"Chilton County, Alabama",43643,43642,43700,43814,43819
0500000US01023,01023,"Choctaw County, Alabama",13859,13858,13836,13629,13633
0500000US01025,01025,"Clarke County, Alabama",25833,25840,25757,25600,25161
0500000US01027,01027,"Clay County, Alabama",13932,13932,13882,13656,13435
0500000US01029,01029,"Cleburne County, Alabama",14972,14972,14962,14937,14832
0500000US01031,01031,"Coffee County, Alabama",49948,49948,50135,50485,51252
0500000US01033,01033,"Colbert County, Alabama",54428,54428,54489,54419,54446
0500000US01035,01035,"Conecuh County, Alabama",13228,13228,13195,13100,12981
0500000US01037,01037,"Coosa County, Alabama",11539,11544,11549,11109,10966
0500000US01039,01039,"Covington County, Alabama",37765,37765,37774,38094,37955
0500000US01041,01041,"Crenshaw County, Alabama",13906,13906,13867,13959,14083
0500000US01043,01043,"Cullman County, Alabama",80406,80406,80471,80479,80440
0500000US01045,01045,"Dale County, Alabama",50251,50251,50333,50141,50444
0500000US01047,01047,"Dallas County, Alabama",43820,43820,43782,43189,42864
0500000US01049,01049,"DeKalb County, Alabama",71109,71112,71108,71463,71080
0500000US01051,01051,"Elmore County, Alabama",79303,79296,79544,80149,80629
0500000US01053,01053,"Escambia County, Alabama",38319,38319,38287,38153,37994
0500000US01055,01055,"Etowah County, Alabama",104430,104430,104452,104298,104392
0500000US01057,01057,"Fayette County, Alabama",17241,17241,17219,17042,16983
0500000US01059,01059,"Franklin County, Alabama",31704,31709,31723,31786,31761
0500000US01061,01061,"Geneva County, Alabama",26790,26790,26813,26803,26931
0500000US01063,01063,"Greene County, Alabama",9045,9045,8999,8921,8876
0500000US01065,01065,"Hale County, Alabama",15760,15760,15706,15371,15388
0500000US01067,01067,"Henry County, Alabama",17302,17302,17292,17423,17287
0500000US01069,01069,"Houston County, Alabama",101547,101547,101787,102425,103402
0500000US01071,01071,"Jackson County, Alabama",53227,53226,53158,53230,53019
0500000US01073,01073,"Jefferson County, Alabama",658466,658466,658391,658967,660009
0500000US01075,01075,"Lamar County, Alabama",14564,14564,14505,14313,14259
0500000US01077,01077,"Lauderdale County, Alabama",92709,92709,92709,92663,92542
0500000US01079,01079,"Lawrence County, Alabama",34339,34339,34302,34091,33838
0500000US01081,01081,"Lee County, Alabama",140247,140251,140761,143580,147257
0500000US01083,01083,"Limestone County, Alabama",82782,82782,83213,85539,87654
0500000US01085,01085,"Lowndes County, Alabama",11299,11299,11252,11111,10857
0500000US01087,01087,"Macon County, Alabama",21452,21450,21533,21213,20535
0500000US01089,01089,"Madison County, Alabama",334811,334811,336168,339673,343080
0500000US01091,01091,"Marengo County, Alabama",21027,21029,20943,20699,20401
0500000US01093,01093,"Marion County, Alabama",30776,30777,30788,30527,30327
0500000US01095,01095,"Marshall County, Alabama",93019,93019,93185,94102,94776
0500000US01097,01097,"Mobile County, Alabama",412992,412992,413216,413145,413936
0500000US01099,01099,"Monroe County, Alabama",23068,23070,22974,22779,22602
0500000US01101,01101,"Montgomery County, Alabama",229363,229363,229753,231910,230149
0500000US01103,01103,"Morgan County, Alabama",119490,119490,119585,120024,120395
0500000US01105,01105,"Perry County, Alabama",10591,10581,10522,10509,10181
0500000US01107,01107,"Pickens County, Alabama",19746,19746,19690,19371,19405
0500000US01109,01109,"Pike County, Alabama",32899,32899,32964,32893,33182
0500000US01111,01111,"Randolph County, Alabama",22913,22914,22889,22842,22675
0500000US01113,01113,"Russell County, Alabama",52947,52949,53238,55035,57820
0500000US01115,01115,"St. Clair County, Alabama",83593,83598,83835,84348,85237
0500000US01117,01117,"Shelby County, Alabama",195085,195080,195879,198123,200941
0500000US01119,01119,"Sumter County, Alabama",13763,13763,13746,13542,13427
0500000US01121,01121,"Talladega County, Alabama",82291,82291,82023,81774,81762
0500000US01123,01123,"Tallapoosa County, Alabama",41616,41618,41508,41495,41168
0500000US01125,01125,"Tuscaloosa County, Alabama",194656,194653,194969,196818,198596
0500000US01127,01127,"Walker County, Alabama",67023,67023,67011,66665,66221
0500000US01129,01129,"Washington County, Alabama",17581,17586,17598,17340,17109
0500000US01131,01131,"Wilcox County, Alabama",11670,11665,11572,11510,11431
0500000US01133,01133,"Winston County, Alabama",24484,24483,24385,24281,24108
0500000US02013,02013,"Aleutians East Borough, Alaska",3141,3141,3152,3178,3161
0500000US02016,02016,"Aleutians West Census Area, Alaska",5561,5561,5535,5521,5547
0500000US02020,02020,"Anchorage Municipality, Alaska",291826,291826,293400,296108,298610
0500000US02050,02050,"Bethel Census Area, Alaska",17013,17013,17083,17468,17746
0500000US02060,02060,"Bristol Bay Borough, Alaska",997,997,1002,1034,991
0500000US02068,02068,"Denali Borough, Alaska",1826,1826,1834,1844,1875
0500000US02070,02070,"Dillingham Census Area, Alaska",4847,4847,4868,4989,5034
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",97581,97581,98267,99286,100272
0500000US02100,02100,"Haines Borough, Alaska",2508,2508,2502,2555,2552
0500000US02105,02105,"Hoonah-Angoon Census Area, Alaska",2150,2150,2149,2120,2129
0500000US02110,02110,"Juneau City and Borough, Alaska",31275,31275,31418,32240,32556
0500000US02122,02122,"Kenai Peninsula Borough, Alaska",55400,55400,55594,56426,56900
0500000US02130,02130,"Ketchikan Gateway Borough, Alaska",13477,13477,13542,13685,13779
0500000US02150,02150,"Kodiak Island Borough, Alaska",13592,13592,13631,13913,14239
0500000US02164,02164,"Lake and Peninsula Borough, Alaska",1631,1631,1634,1661,1654
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",88995,88995,89777,91930,93925
0500000US02180,02180,"Nome Census Area, Alaska",9492,9492,9548,9892,9915
0500000US02185,02185,"North Slope Borough, Alaska",9430,9430,9462,9536,9643
0500000US02188,02188,"Northwest Arctic Borough, Alaska",7523,7523,7535,7727,7810
0500000US02195,02195,"Petersburg Census Area, Alaska",3815,3819,3827,3842,3844
0500000US02198,02198,"Prince of Wales-Hyder Census Area, Alaska",5559,5559,5596,5755,5751
0500000US02220,02220,"Sitka City and Borough, Alaska",8881,8881,8908,8914,9046
0500000US02230,02230,"Skagway Municipality, Alaska",968,968,960,939,959
0500000US02240,02240,"Southeast Fairbanks Census Area, Alaska",7029,7029,7067,7126,7144
0500000US02261,02261,"Valdez-Cordova Census Area, Alaska",9636,9636,9674,9730,9717
0500000US02270,02270,"Wade Hampton Census Area, Alaska",7459,7459,7462,7648,7809
0500000US02275,02275,"Wrangell City and Borough, Alaska",2369,2365,2371,2383,2403
0500000US02282,02282,"Yakutat City and Borough, Alaska",662,662,660,662,668
0500000US02290,02290,"Yukon-Koyukuk Census Area, Alaska",5588,5588,5588,5748,5770
0500000US04001,04001,"Apache County, Arizona",71518,71518,71676,72327,73195
0500000US04003,04003,"Cochise County, Arizona",131346,131346,131627,132770,132088
0500000US04005,04005,"Coconino County, Arizona",134421,134420,134611,134105,136011
0500000US04007,04007,"Gila County, Arizona",53597,53597,53544,53495,53144
0500000US04009,04009,"Graham County, Arizona",37220,37220,36847,37150,37416
0500000US04011,04011,"Greenlee County, Arizona",8437,8437,8347,8615,8802
0500000US04012,04012,"La Paz County, Arizona",20489,20489,20465,20484,20281
0500000US04013,04013,"Maricopa County, Arizona",3817117,3817117,3823563,3868525,3942169
0500000US04015,04015,"Mohave County, Arizona",200186,200186,200380,202592,203334
0500000US04017,04017,"Navajo County, Arizona",107449,107449,107608,107174,107094
0500000US04019,04019,"Pima County, Arizona",980263,980263,981915,987573,992394
0500000US04021,04021,"Pinal County, Arizona",375770,375770,385812,383553,387365
0500000US04023,04023,"Santa Cruz County, Arizona",47420,47420,47380,47448,47303
0500000US04025,04025,"Yavapai County, Arizona",211033,211033,210249,211130,212637
0500000US04027,04027,"Yuma County, Arizona",195751,195750,196786,200374,200022
0500000US05001,05001,"Arkansas County, Arkansas",19019,19018,18991,18855,18892
0500000US05003,05003,"Ashley County, Arkansas",21853,21853,21820,21645,21524
0500000US05005,05005,"Baxter County, Arkansas",41513,41513,41547,41261,41048
0500000US05007,05007,"Benton County, Arkansas",221339,221344,222908,227535,232268
0500000US05009,05009,"Boone County, Arkansas",36903,36903,36927,37088,37327
0500000US05011,05011,"Bradley County, Arkansas",11508,11508,11494,11476,11397
0500000US05013,05013,"Calhoun County, Arkansas",5368,5368,5326,5281,5307
0500000US05015,05015,"Carroll County, Arkansas",27446,27446,27549,27467,27610
0500000US05017,05017,"Chicot County, Arkansas",11800,11800,11787,11676,11433
0500000US05019,05019,"Clark County, Arkansas",22995,22995,22954,22986,22936
0500000US05021,05021,"Clay County, Arkansas",16083,16083,16078,15877,15684
0500000US05023,05023,"Cleburne County, Arkansas",25970,25970,26002,25943,25808
0500000US05025,05025,"Cleveland County, Arkansas",8689,8689,8691,8682,8627
0500000US05027,05027,"Columbia County, Arkansas",24552,24552,24760,24697,24473
0500000US05029,05029,"Conway County, Arkansas",21273,21271,21253,21192,21287
0500000US05031,05031,"Craighead County, Arkansas",96443,96443,96705,98308,99735
0500000US05033,05033,"Crawford County, Arkansas",61948,61948,62013,61863,61946
0500000US05035,05035,"Crittenden County, Arkansas",50902,50902,50952,50491,50021
0500000US05037,05037,"Cross County, Arkansas",17870,17870,17841,17761,17683
0500000US05039,05039,"Dallas County, Arkansas",8116,8116,8073,8079,7987
0500000US05041,05041,"Desha County, Arkansas",13008,13008,12970,12713,12545
0500000US05043,05043,"Drew County, Arkansas",18509,18509,18662,18695,18743
0500000US05045,05045,"Faulkner County, Arkansas",113237,113237,114176,116482,118704
0500000US05047,05047,"Franklin County, Arkansas",18125,18125,18120,18013,18045
0500000US05049,05049,"Fulton County, Arkansas",12245,12245,12237,12335,12318
0500000US05051,05051,"Garland County, Arkansas",96024,96024,96230,96637,96903
0500000US05053,05053,"Grant County, Arkansas",17853,17853,17875,17929,17986
0500000US05055,05055,"Greene County, Arkansas",42090,42090,42195,42752,43163
0500000US05057,05057,"Hempstead County, Arkansas",22609,22609,22591,22535,22373
0500000US05059,05059,"Hot Spring County, Arkansas",32923,32923,33121,33005,33394
0500000US05061,05061,"Howard County, Arkansas",13789,13789,13818,13850,13735
0500000US05063,05063,"Independence County, Arkansas",36647,36646,36827,36890,37025
0500000US05065,05065,"Izard County, Arkansas",13696,13696,13678,13558,13474
0500000US05067,05067,"Jackson County, Arkansas",17997,17998,18051,17862,17600
0500000US05069,05069,"Jefferson County, Arkansas",77435,77435,77372,75974,74723
0500000US05071,05071,"Johnson County, Arkansas",25540,25540,25566,25693,25901
0500000US05073,05073,"Lafayette County, Arkansas",7645,7645,7637,7546,7447
0500000US05075,05075,"Lawrence County, Arkansas",17415,17412,17500,17262,17012
0500000US05077,05077,"Lee County, Arkansas",10424,10424,10385,10303,10216
0500000US05079,05079,"Lincoln County, Arkansas",14134,14134,14055,14317,14101
0500000US05081,05081,"Little River County, Arkansas",13171,13171,13141,12954,12919
0500000US05083,05083,"Logan County, Arkansas",22353,22353,22325,22323,21983
0500000US05085,05085,"Lonoke County, Arkansas",68356,68356,68650,69313,69839
0500000US05087,05087,"Madison County, Arkansas",15717,15720,15707,15726,15645
0500000US05089,05089,"Marion County, Arkansas",16653,16653,16649,16625,16568
0500000US05091,05091,"Miller County, Arkansas",43462,43462,43541,43741,43634
0500000US05093,05093,"Mississippi County, Arkansas",46480,46480,46406,46079,45562
0500000US05095,05095,"Monroe County, Arkansas",8149,8150,8111,8046,7828
0500000US05097,05097,"Montgomery County, Arkansas",9487,9487,9482,9382,9340
0500000US05099,05099,"Nevada County, Arkansas",8997,8997,8971,9001,8925
0500000US05101,05101,"Newton County, Arkansas",8330,8330,8339,8271,8086
0500000US05103,05103,"Ouachita County, Arkansas",26120,26121,26111,25739,25396
0500000US05105,05105,"Perry County, Arkansas",10445,10445,10457,10384,10339
0500000US05107,05107,"Phillips County, Arkansas",21757,21757,21674,21383,20784
0500000US05109,05109,"Pike County, Arkansas",11291,11291,11279,11234,11247
0500000US05111,05111,"Poinsett County, Arkansas",24583,24583,24542,24450,24307
0500000US05113,05113,"Polk County, Arkansas",20662,20662,20665,20570,20471
0500000US05115,05115,"Pope County, Arkansas",61754,61754,62100,62569,62765
0500000US05117,05117,"Prairie County, Arkansas",8715,8715,8700,8575,8458
0500000US05119,05119,"Pulaski County, Arkansas",382748,382748,383530,386822,388953
0500000US05121,05121,"Randolph County, Arkansas",17969,17969,17977,18019,17930
0500000US05123,05123,"St. Francis County, Arkansas",28258,28258,28178,27961,27858
0500000US05125,05125,"Saline County, Arkansas",107118,107118,107662,110020,111845
0500000US05127,05127,"Scott County, Arkansas",11233,11233,11271,11247,11010
0500000US05129,05129,"Searcy County, Arkansas",8195,8195,8182,8076,8007
0500000US05131,05131,"Sebastian County, Arkansas",125744,125744,125847,126948,127304
0500000US05133,05133,"Sevier County, Arkansas",17058,17058,17129,17165,17177
0500000US05135,05135,"Sharp County, Arkansas",17264,17267,17276,17272,17054
0500000US05137,05137,"Stone County, Arkansas",12394,12394,12427,12599,12663
0500000US05139,05139,"Union County, Arkansas",41639,41639,41569,41369,40867
0500000US05141,05141,"Van Buren County, Arkansas",17295,17294,17295,17125,17030
0500000US05143,05143,"Washington County, Arkansas",203065,203060,204078,207801,211411
0500000US05145,05145,"White County, Arkansas",77076,77076,77319,78089,78493
0500000US05147,05147,"Woodruff County, Arkansas",7260,7260,7244,7214,7100
0500000US05149,05149,"Yell County, Arkansas",22185,22185,22179,21976,21932
0500000US06001,06001,"Alameda County, California",1510271,1510271,1513586,1531626,1554720
0500000US06003,06003,"Alpine County, California",1175,1175,1160,1110,1129
0500000US06005,06005,"Amador County, California",38091,38091,37829,37471,37035
0500000US06007,06007,"Butte County, California",220000,220000,219968,220188,221539
0500000US06009,06009,"Calaveras County, California",45578,45578,45488,45141,44742
0500000US06011,06011,"Colusa County, California",21419,21419,21444,21407,21411
0500000US06013,06013,"Contra Costa County, California",1049025,1049025,1052887,1066516,1079597
0500000US06015,06015,"Del Norte County, California",28610,28610,28583,28513,28290
0500000US06017,06017,"El Dorado County, California",181058,181058,181143,180894,180561
0500000US06019,06019,"Fresno County, California",930450,930450,932696,940887,947895
0500000US06021,06021,"Glenn County, California",28122,28122,28098,28181,27992
0500000US06023,06023,"Humboldt County, California",134623,134623,135039,135318,134827
0500000US06025,06025,"Imperial County, California",174528,174528,174667,175897,176948
0500000US06027,06027,"Inyo County, California",18546,18546,18531,18484,18495
0500000US06029,06029,"Kern County, California",839631,839631,841687,849457,856158
0500000US06031,06031,"Kings County, California",152982,152982,152301,151941,151364
0500000US06033,06033,"Lake County, California",64665,64665,64748,64262,63983
0500000US06035,06035,"Lassen County, California",34895,34895,34820,34280,33658
0500000US06037,06037,"Los Angeles County, California",9818605,9818605,9825761,9889025,9962789
0500000US06039,06039,"Madera County, California",150865,150865,151177,152085,152218
0500000US06041,06041,"Marin County, California",252409,252409,252971,255493,256069
0500000US06043,06043,"Mariposa County, California",18251,18251,18254,18184,17905
0500000US06045,06045,"Mendocino County, California",87841,87841,87776,87489,87428
0500000US06047,06047,"Merced County, California",255793,255793,256877,259966,262305
0500000US06049,06049,"Modoc County, California",9686,9686,9706,9495,9327
0500000US06051,06051,"Mono County, California",14202,14202,14268,14417,14348
0500000US06053,06053,"Monterey County, California",415057,415057,416335,421612,426762
0500000US06055,06055,"Napa County, California",136484,136484,136824,137977,139045
0500000US06057,06057,"Nevada County, California",98764,98764,98787,98737,98292
0500000US06059,06059,"Orange County, California",3010232,3010237,3018181,3056115,3090132
0500000US06061,06061,"Placer County, California",348432,348432,350206,357105,361682
0500000US06063,06063,"Plumas County, California",20007,20007,19940,19714,19399
0500000US06065,06065,"Riverside County, California",2189641,2189641,2202361,2237330,2268783
0500000US06067,06067,"Sacramento County, California",1418788,1418788,1422316,1436262,1450121
0500000US06069,06069,"San Benito County, California",55269,55269,55583,56164,56884
0500000US06071,06071,"San Bernardino County, California",2035210,2035210,2041626,2064511,2081313
0500000US06073,06073,"San Diego County, California",3095313,3095308,3103933,3138183,3177063
0500000US06075,06075,"San Francisco County, California",805235,805235,805607,814233,825863
0500000US06077,06077,"San Joaquin County, California",685306,685308,687516,695626,702612
0500000US06079,06079,"San Luis Obispo County, California",269637,269637,269954,271345,274804
0500000US06081,06081,"San Mateo County, California",718451,718451,720105,729050,739311
0500000US06083,06083,"Santa Barbara County, California",423895,423895,424403,426101,431249
0500000US06085,06085,"Santa Clara County, California",1781642,1781642,1786540,1811820,1837504
0500000US06087,06087,"Santa Cruz County, California",262382,262382,263435,264961,266776
0500000US06089,06089,"Shasta County, California",177223,177223,177324,178031,178586
0500000US06091,06091,"Sierra County, California",3240,3240,3226,3118,3086
0500000US06093,06093,"Siskiyou County, California",44900,44900,44964,44680,44154
0500000US06095,06095,"Solano County, California",413344,413344,414095,416932,420757
0500000US06097,06097,"Sonoma County, California",483878,483878,484801,488082,491829
0500000US06099,06099,"Stanislaus County, California",514453,514451,515326,517957,521726
0500000US06101,06101,"Sutter County, California",94737,94737,94879,94951,95022
0500000US06103,06103,"Tehama County, California",63463,63463,63666,63391,63406
0500000US06105,06105,"Trinity County, California",13786,13786,13777,13744,13526
0500000US06107,06107,"Tulare County, California",442179,442179,443218,447918,451977
0500000US06109,06109,"Tuolumne County, California",55365,55365,55162,54692,54008
0500000US06111,06111,"Ventura County, California",823318,823318,825378,831126,835981
0500000US06113,06113,"Yolo County, California",200849,200849,201111,202191,204118
0500000US06115,06115,"Yuba County, California",72155,72155,72366,72547,72926
0500000US08001,08001,"Adams County, Colorado",441603,441603,443473,451294,459598
0500000US08003,08003,"Alamosa County, Colorado",15445,15445,15908,16103,16148
0500000US08005,08005,"Arapahoe County, Colorado",572003,572137,574907,585712,595546
0500000US08007,08007,"Archuleta County, Colorado",12084,12084,12063,11995,12070
0500000US08009,08009,"Baca County, Colorado",3788,3788,3782,3811,3751
0500000US08011,08011,"Bent County, Colorado",6499,6499,6507,6295,5773
0500000US08013,08013,"Boulder County, Colorado",294567,294571,296318,300406,305318
0500000US08014,08014,"Broomfield County, Colorado",55889,55870,56102,57193,58298
0500000US08015,08015,"Chaffee County, Colorado",17809,17809,17796,18026,18150
0500000US08017,08017,"Cheyenne County, Colorado",1836,1836,1832,1870,1874
0500000US08019,08019,"Clear Creek County, Colorado",9088,9088,9098,9040,9026
0500000US08021,08021,"Conejos County, Colorado",8256,8256,8278,8313,8275
0500000US08023,08023,"Costilla County, Colorado",3524,3524,3528,3646,3594
0500000US08025,08025,"Crowley County, Colorado",5823,5823,5840,5785,5365
0500000US08027,08027,"Custer County, Colorado",4255,4255,4274,4226,4249
0500000US08029,08029,"Delta County, Colorado",30952,30952,30885,30366,30432
0500000US08031,08031,"Denver County, Colorado",600158,600024,603497,619285,634265
0500000US08033,08033,"Dolores County, Colorado",2064,2064,2060,2029,1994
0500000US08035,08035,"Douglas County, Colorado",285465,285465,286951,292362,298215
0500000US08037,08037,"Eagle County, Colorado",52197,52197,52076,51738,51874
0500000US08039,08039,"Elbert County, Colorado",23086,23086,23076,23233,23383
0500000US08041,08041,"El Paso County, Colorado",622263,622263,626682,636456,644964
0500000US08043,08043,"Fremont County, Colorado",46824,46824,46859,47345,46788
0500000US08045,08045,"Garfield County, Colorado",56389,56389,56116,56042,56953
0500000US08047,08047,"Gilpin County, Colorado",5441,5441,5461,5460,5491
0500000US08049,08049,"Grand County, Colorado",14843,14843,14778,14543,14195
0500000US08051,08051,"Gunnison County, Colorado",15324,15324,15389,15454,15475
0500000US08053,08053,"Hinsdale County, Colorado",843,843,844,834,810
0500000US08055,08055,"Huerfano County, Colorado",6711,6711,6652,6503,6596
0500000US08057,08057,"Jackson County, Colorado",1394,1394,1384,1379,1348
0500000US08059,08059,"Jefferson County, Colorado",534543,534558,535297,538854,545358
0500000US08061,08061,"Kiowa County, Colorado",1398,1398,1394,1449,1444
0500000US08063,08063,"Kit Carson County, Colorado",8270,8270,8249,8169,8094
0500000US08065,08065,"Lake County, Colorado",7310,7310,7268,7377,7338
0500000US08067,08067,"La Plata County, Colorado",51334,51334,51495,51924,52401
0500000US08069,08069,"Larimer County, Colorado",299630,299630,300426,305091,310487
0500000US08071,08071,"Las Animas County, Colorado",15507,15507,15399,15035,14945
0500000US08073,08073,"Lincoln County, Colorado",5467,5467,5469,5403,5453
0500000US08075,08075,"Logan County, Colorado",22709,22709,22773,22720,22631
0500000US08077,08077,"Mesa County, Colorado",146723,146723,146475,147481,147848
0500000US08079,08079,"Mineral County, Colorado",712,712,705,711,709
0500000US08081,08081,"Moffat County, Colorado",13795,13795,13810,13410,13200
0500000US08083,08083,"Montezuma County, Colorado",25535,25535,25530,25432,25431
0500000US08085,08085,"Montrose County, Colorado",41276,41276,41177,40877,40725
0500000US08087,08087,"Morgan County, Colorado",28159,28159,28165,28562,28472
0500000US08089,08089,"Otero County, Colorado",18831,18831,18886,18900,18698
0500000US08091,08091,"Ouray County, Colorado",4436,4436,4461,4435,4530
0500000US08093,08093,"Park County, Colorado",16206,16206,16256,16063,16029
0500000US08095,08095,"Phillips County, Colorado",4442,4442,4462,4364,4367
0500000US08097,08097,"Pitkin County, Colorado",17148,17148,17158,17119,17263
0500000US08099,08099,"Prowers County, Colorado",12551,12551,12552,12499,12389
0500000US08101,08101,"Pueblo County, Colorado",159063,159063,159570,160346,160852
0500000US08103,08103,"Rio Blanco County, Colorado",6666,6666,6644,6836,6857
0500000US08105,08105,"Rio Grande County, Colorado",11982,11982,12011,11939,11943
0500000US08107,08107,"Routt County, Colorado",23509,23509,23476,23293,23334
0500000US08109,08109,"Saguache County, Colorado",6108,6108,6125,6203,6304
0500000US08111,08111,"San Juan County, Colorado",699,699,708,700,690
0500000US08113,08113,"San Miguel County, Colorado",7359,7359,7356,7480,7580
0500000US08115,08115,"Sedgwick County, Colorado",2379,2379,2372,2377,2383
0500000US08117,08117,"Summit County, Colorado",27994,27994,28037,27864,28044
0500000US08119,08119,"Teller County, Colorado",23350,23350,23448,23317,23389
0500000US08121,08121,"Washington County, Colorado",4814,4814,4803,4820,4766
0500000US08123,08123,"Weld County, Colorado",252825,252825,254081,258351,263691
0500000US08125,08125,"Yuma County, Colorado",10043,10043,10018,10157,10119
0500000US09001,09001,"Fairfield County, Connecticut",916829,916829,918814,927567,933835
0500000US09003,09003,"Hartford County, Connecticut",894014,894017,894453,896248,897259
0500000US09005,09005,"Litchfield County, Connecticut",189927,189927,189741,188923,187530
0500000US09007,09007,"Middlesex County, Connecticut",165676,165676,165642,166384,165602
0500000US09009,09009,"New Haven County, Connecticut",862477,862474,862703,862812,862813
0500000US09011,09011,"New London County, Connecticut",274055,274055,274092,274091,274170
0500000US09013,09013,"Tolland County, Connecticut",152691,152691,152744,152487,151539
0500000US09015,09015,"Windham County, Connecticut",118428,118428,118427,118205,117599
0500000US10001,10001,"Kent County, Delaware",162310,162310,162973,165319,167626
0500000US10003,10003,"New Castle County, Delaware",538479,538479,538951,542444,546076
0500000US10005,10005,"Sussex County, Delaware",197145,197145,197900,200374,203390
0500000US11001,11001,"District of Columbia, District of Columbia",601723,601723,604989,619020,632323
0500000US12001,12001,"Alachua County, Florida",247336,247336,247487,249417,251417
0500000US12003,12003,"Baker County, Florida",27115,27115,27066,27049,27086
0500000US12005,12005,"Bay County, Florida",168852,168852,169323,169827,171903
0500000US12007,12007,"Bradford County, Florida",28520,28520,28559,28474,27049
0500000US12009,12009,"Brevard County, Florida",543376,543372,543978,544322,547307
0500000US12011,12011,"Broward County, Florida",1748066,1748066,1752928,1784956,1815137
0500000US12013,12013,"Calhoun County, Florida",14625,14625,14645,14782,14723
0500000US12015,12015,"Charlotte County, Florida",159978,159978,159898,159459,162449
0500000US12017,12017,"Citrus County, Florida",141236,141236,141312,139849,139360
0500000US12019,12019,"Clay County, Florida",190865,190865,191434,192287,194345
0500000US12021,12021,"Collier County, Florida",321520,321520,322666,327519,332427
0500000US12023,12023,"Columbia County, Florida",67531,67532,67650,67383,67966
0500000US12027,12027,"DeSoto County, Florida",34862,34862,34891,34573,34712
0500000US12029,12029,"Dixie County, Florida",16422,16422,16410,16353,16126
0500000US12031,12031,"Duval County, Florida",864263,864263,865823,871497,879602
0500000US12033,12033,"Escambia County, Florida",297619,297619,298144,299590,302715
0500000US12035,12035,"Flagler County, Florida",95696,95696,96053,97276,98359
0500000US12037,12037,"Franklin County, Florida",11549,11549,11538,11503,11686
0500000US12039,12039,"Gadsden County, Florida",46389,47746,47751,47253,46528
0500000US12041,12041,"Gilchrist County, Florida",16939,16939,16983,16975,16815
0500000US12043,12043,"Glades County, Florida",12884,12884,12933,13129,13107
0500000US12045,12045,"Gulf County, Florida",15863,15863,15805,15673,15718
0500000US12047,12047,"Hamilton County, Florida",14799,14799,14660,14556,14708
0500000US12049,12049,"Hardee County, Florida",27731,27731,27266,26693,27514
0500000US12051,12051,"Hendry County, Florida",39140,39140,39017,38696,37447
0500000US12053,12053,"Hernando County, Florida",172778,172778,173038,173075,173422
0500000US12055,12055,"Highlands County, Florida",98786,98786,98727,98292,98128
0500000US12057,12057,"Hillsborough County, Florida",1229226,1229226,1233900,1269354,1277746
0500000US12059,12059,"Holmes County, Florida",19927,19927,19900,19861,19804
0500000US12061,12061,"Indian River County, Florida",138028,138028,138237,138919,140567
0500000US12063,12063,"Jackson County, Florida",49746,49746,49575,49066,48968
0500000US12065,12065,"Jefferson County, Florida",14761,14761,14724,14532,14256
0500000US12067,12067,"Lafayette County, Florida",8870,8870,8815,8820,8804
0500000US12069,12069,"Lake County, Florida",297052,297052,297811,299812,303186
0500000US12071,12071,"Lee County, Florida",618754,618754,620601,631602,645293
0500000US12073,12073,"Leon County, Florida",275487,275487,276067,278299,283769
0500000US12075,12075,"Levy County, Florida",40801,40801,40716,40275,40025
0500000US12077,12077,"Liberty County, Florida",8365,8365,8324,8228,8276
0500000US12079,12079,"Madison County, Florida",19224,19226,19252,19100,18907
0500000US12081,12081,"Manatee County, Florida",322833,322833,323506,327291,333895
0500000US12083,12083,"Marion County, Florida",331298,331298,331407,332472,335125
0500000US12085,12085,"Martin County, Florida",146318,146318,146477,147315,148817
0500000US12086,12086,"Miami-Dade County, Florida",2496435,2496457,2504614,2565440,2591035
0500000US12087,12087,"Monroe County, Florida",73090,73090,73201,74010,74809
0500000US12089,12089,"Nassau County, Florida",73314,73314,73522,74137,74629
0500000US12091,12091,"Okaloosa County, Florida",180822,180822,180748,183266,190083
0500000US12093,12093,"Okeechobee County, Florida",39996,39996,40009,39551,39467
0500000US12095,12095,"Orange County, Florida",1145956,1145956,1148845,1171018,1202234
0500000US12097,12097,"Osceola County, Florida",268685,268685,269746,277601,287416
0500000US12099,12099,"Palm Beach County, Florida",1320134,1320134,1324058,1337512,1356545
0500000US12101,12101,"Pasco County, Florida",464697,464697,465493,466575,470391
0500000US12103,12103,"Pinellas County, Florida",916542,916542,916402,917434,921319
0500000US12105,12105,"Polk County, Florida",602095,602095,603343,609823,616158
0500000US12107,12107,"Putnam County, Florida",74364,74364,74279,74031,73263
